r,g,b,lang_code,human_raw,human_norm
255,209,0,en,yellow,yellow
198,0,255,en,purple,purple
255,154,0,en,orange,orange
255,0,54,en,res,res
255,0,173,en,hot pink,hot pink
255,0,53,en,red,red
255,239,0,en,yellow,yellow
255,90,0,en,red,red
224,255,0,en,yellow,yellow
246,0,255,en,fushia,fushia
255,203,0,en,orange,orange
255,116,0,en,orange,orange
255,76,0,en,red orange,red orange
218,0,255,en,violet,violet
255,0,146,en,magenta,magenta
241,255,0,en,yellow,yellow
255,155,0,en,yellow orange,yellow orange
255,0,248,en,fuchsia,fuchsia
255,151,0,en,orange,orange
255,235,0,en,yellow,yellow
255,0,205,en,magenta,magenta
255,0,94,en,reddish pink,reddish pink
255,0,135,en,hot pink,hot pink
255,209,0,en,goldenrod,goldenrod
145,255,0,en,lime green,lime
255,0,149,en,hot pink,hot pink
196,255,0,en,yellow green,yellow green
60,0,255,en,blue,blue
255,173,0,en,orange,orange
255,0,5,en,red,red
62,255,0,en,neon green,neon green
255,130,0,en,orange,orange
218,0,255,en,neon purple,neon purple
169,255,0,en,green,green
255,0,223,en,fushia,fushia
255,124,0,en,orange,orange
255,0,94,en,red,red
255,0,114,en,red,red
191,0,255,en,purple,purple
255,0,27,en,red,red
255,57,0,en,red,red
124,0,255,en,violet,violet
255,149,0,en,orange,orange
225,255,0,en,yellow green,yellow green
255,228,0,en,gold,gold
255,163,0,en,dark orange,dark orange
253,255,0,en,yellow,yellow
69,255,0,en,green,green
255,208,0,en,tangerine,tangerine
127,255,0,en,neon green,neon green
157,0,255,en,purple,purple
244,255,0,en,yellow,yellow
255,0,111,en,magenta,magenta
198,0,255,en,fuchsia,fuchsia
255,233,0,en,yellow,yellow
200,255,0,en,highlighter yellow,highlighter yellow
255,0,81,en,pink,pink
255,0,66,en,red,red
255,72,0,en,brick red,brick red
255,0,57,en,red,red
240,255,0,en,yellow,yellow
255,0,141,en,fuchsia,fuchsia
255,0,43,en,red,red
142,0,255,en,purple,purple
223,255,0,en,lime green,lime
255,57,0,en,red,red
152,255,0,en,light green,light green
255,0,149,en,pink,pink
238,0,255,en,purple,purple
255,0,203,en,pink and purple,pink and purple
230,255,0,en,yellow and green,yellow and green
255,238,0,en,yellow,yellow
151,255,0,en,like green,like green
121,0,255,en,purple,purple
255,124,0,en,orange,orange
255,0,253,en,hot pink,hot pink
255,0,120,en,hot pink,hot pink
255,118,0,en,orange,orange
255,4,0,en,red,red
186,255,0,en,like green,like green
215,0,255,en,magenta,magenta
113,255,0,en,lime,lime
255,170,0,en,sunset orange,sunset orange
255,0,98,en,berry,berry
216,255,0,en,neon yellow,neon yellow
255,0,40,en,red,red
255,100,0,en,burnt orange,burnt orange
255,205,0,en,mustard,mustard
255,130,0,en,orange,orange
163,0,255,en,purple,purple
255,243,0,en,yellow,yellow
255,0,144,en,pink,pink
255,0,238,en,hot pink,hot pink
70,255,0,en,lime,lime
202,255,0,en,lime green,lime
245,255,0,en,yello,yello
47,255,0,en,bright green,bright green
255,115,0,en,orange,orange
255,60,0,en,red,red
255,0,98,en,magenta,magenta
151,0,255,en,purple,purple
255,0,85,en,red and pink,red and pink
185,0,255,en,purple,purple
255,0,123,en,pink,pink
59,0,255,en,blue,blue
255,0,68,en,red,red
255,245,0,en,yellow,yellow
255,96,0,en,orange and red,orange and red
255,0,69,en,bright red,bright red
255,0,2,en,red,red
209,0,255,en,purple,purple
255,176,0,en,goldenrod,goldenrod
255,0,120,en,flamingo pink,flamingo pink
157,255,0,en,lime green,lime
255,51,0,en,red,red
240,0,255,en,fuchsia,fuchsia
255,0,203,en,barbie pink,barbie pink
255,236,0,en,yellow,yellow
140,255,0,en,neon green,neon green
187,255,0,en,lime green,lime
255,0,39,en,red,red
255,0,168,en,pink,pink
34,255,0,en,neon green,neon green
255,0,202,en,magenta,magenta
255,0,254,en,fuchsia,fuchsia
255,29,0,en,red,red
255,0,132,en,pink,pink
255,214,0,en,yellow,yellow
255,0,61,en,red,red
104,0,255,en,violet,violet
255,0,210,en,pink,pink
255,95,0,en,orange,orange
219,0,255,en,purple,purple
255,0,174,en,pink,pink
255,54,0,en,red,red
255,0,202,en,hot pink,hot pink
255,255,0,en,canary yellow,canary yellow
255,0,229,en,hot pink,hot pink
118,255,0,en,like gree,like gree
255,38,0,en,bright red,bright red
255,82,0,en,orange,orange
255,0,61,en,red,red
255,0,223,en,magenta,magenta
220,255,0,en,yellow,yellow
110,255,0,en,lime green,lime
190,0,255,en,purple,purple
255,0,49,en,red,red
167,0,255,en,purple,purple
255,195,0,en,goldenrod,goldenrod
250,0,255,en,magenta,magenta
255,162,0,en,golden sun,golden sun
255,0,127,en,magenta,magenta
255,213,0,en,dark yellow,dark yellow
255,0,222,en,magenta,magenta
96,0,255,en,blue and purple,blue and purple
64,255,0,en,light green,light green
255,0,6,en,res,res
255,204,0,en,yellow and orange,yellow and orange
255,0,234,en,pink,pink
255,143,0,en,orange,orange
255,220,0,en,yellow and orange,yellow and orange
255,166,0,en,light orange,light orange
84,0,255,en,deep blue,deep blue
255,0,45,en,red,red
232,0,255,en,pink purple,pink purple
255,0,55,en,deep red,deep red
255,0,207,en,dark pink,dark pink
255,199,0,en,mustard,mustard
255,0,223,en,magenta,magenta
126,255,0,en,lime green,lime
255,0,254,en,deep pink,deep pink
255,90,0,en,orange,orange
181,255,0,en,lime green,lime
255,0,69,en,pinkish red,pinkish red
255,0,201,en,neon pink,neon pink
255,0,148,en,bright pink,bright pink
255,167,0,en,tangerine,tangerine
255,152,0,en,orange,orange
255,0,134,en,magenta,magenta
255,0,213,en,fuchsia,fuchsia
255,0,60,en,red,red
255,105,0,en,orange,orange
255,0,204,en,magenta,magenta
130,0,255,en,purple,purple
255,211,0,en,yellow,yellow
253,0,255,en,fresca,fresca
255,0,227,en,purple,purple
255,0,148,en,berry,berry
255,249,0,en,yellow,yellow
255,0,100,en,red,red
255,0,246,en,pink,pink
255,192,0,en,yellow orange,yellow orange
161,255,0,en,green,green
255,134,0,en,orange,orange
255,0,30,en,red,red
255,0,186,en,magenta,magenta
255,0,153,en,magenta,magenta
154,255,0,en,yellow green,yellow green
255,199,0,en,squash,squash
249,0,255,en,dark pink,dark pink
255,161,0,en,orange,orange
216,0,255,en,purple,purple
255,0,58,en,red,red
255,217,0,en,dark yellow,dark yellow
255,249,0,en,yellow,yellow
255,51,0,en,red,red
152,255,0,en,green,green
255,122,0,en,orange,orange
255,0,62,en,red,red
255,216,0,en,yellow,yellow
255,0,126,en,raspberry,raspberry
255,70,0,en,red,red
255,0,247,en,purple,purple
168,255,0,en,lime,lime
255,179,0,en,orange,orange
255,87,0,en,red,red
255,141,0,en,dark orange,dark orange
255,0,160,en,pink,pink
255,0,121,en,hot pink,hot pink
140,255,0,en,yellow green,yellow green
255,0,110,en,rose,rose
189,0,255,en,purple,purple
255,100,0,en,orange,orange
255,0,25,en,red,red
255,0,122,en,deep pink,deep pink
255,214,0,en,gold,gold
255,0,96,en,raspberry,raspberry
255,0,75,en,ruby,ruby
255,186,0,en,goldenrod,goldenrod
255,0,177,en,purple,purple
82,255,0,en,lime gren,lime gren
255,0,81,en,reddish purple,reddish purple
255,0,131,en,violet,violet
79,0,255,en,blue,blue
255,224,0,en,yellow,yellow
255,0,213,en,violet,violet
186,0,255,en,purple,purple
148,255,0,en,lime green,lime
221,255,0,en,neon yellow,neon yellow
77,255,0,en,green,green
255,0,194,en,deep pink,deep pink
255,0,242,en,fuchsia,fuchsia
146,0,255,en,indigo,indigo
255,123,0,en,orange,orange
255,88,0,en,orange,orange
255,0,211,en,pink,pink
255,232,0,en,yellow,yellow
255,65,0,en,dark orange,dark orange
255,0,219,en,fuschia,fuschia
11,0,255,en,blue,blue
255,181,0,en,gold,gold
138,0,255,en,purple,purple
255,0,136,en,hot pink,hot pink
255,0,91,en,magenta,magenta
255,0,19,en,red,red
202,0,255,en,light purple,light purple
255,237,0,en,yellow,yellow
61,0,255,en,blue,blue
255,188,0,en,orange,orange
255,115,0,en,rust orange,rust orange
212,255,0,en,yellow green,yellow green
116,255,0,en,lime green,lime
165,0,255,en,purple,purple
255,65,0,en,red,red
230,0,255,en,fuscia,fuscia
255,0,175,en,hot pink,hot pink
255,128,0,en,orange,orange
255,0,219,en,magenta,magenta
255,0,111,en,hot pink,hot pink
39,255,0,en,lime green,lime
43,0,255,en,cobalt blue,cobalt blue
255,77,0,en,red orange,red orange
255,0,236,en,fuschia,fuschia
249,0,255,en,fuschia,fuschia
255,0,130,en,dark pink,dark pink
249,255,0,en,bright yellow,bright yellow
255,183,0,en,yellow orange,yellow orange
255,0,48,en,scarlet,scarlet
255,217,0,en,dark yellow,dark yellow
208,0,255,en,purple,purple
255,0,252,en,pink,pink
88,255,0,en,green,green
255,196,0,en,mustard,mustard
255,0,37,en,red,red
255,0,99,en,pink,pink
179,255,0,en,lime green,lime
255,63,0,en,red orange,red orange
247,0,255,en,lavender,lavender
149,255,0,en,lime green,lime
255,0,154,en,hot pink,hot pink
255,165,0,en,orange,orange
255,147,0,en,orange,orange
255,0,23,en,red,red
255,0,180,en,fuschia,fuschia
255,255,0,en,yellow,yellow
170,0,255,en,violet,violet
149,255,0,en,bright green,bright green
255,131,0,en,orange,orange
123,255,0,en,bright green,bright green
255,105,0,en,red orange,red orange
223,255,0,en,yellow green,yellow green
255,0,112,en,hot pink,hot pink
255,0,162,en,magenta,magenta
92,0,255,en,violet,violet
245,255,0,en,yellow,yellow
255,104,0,en,orange,orange
191,0,255,en,purple,purple
255,0,177,en,pink,pink
218,0,255,en,lavender purple,lavender purple
142,0,255,en,purple blue,purple blue
255,0,80,en,red,red
255,0,224,en,magenta,magenta
255,0,128,en,fuschia,fuschia
255,0,101,en,hot pink,hot pink
255,222,0,en,yellow,yellow
42,0,255,en,blue,blue
255,134,0,en,orange,orange
255,154,0,en,orange,orange
255,254,0,en,yellow,yellow
255,0,88,en,pink,pink
189,0,255,en,purple,purple
255,0,237,en,pink,pink
180,255,0,en,like,like
255,237,0,en,yellow,yellow
255,84,0,en,orange,orange
255,0,84,en,rose,rose
255,179,0,en,mustard,mustard
255,0,144,en,bright pink,bright pink
255,0,70,en,pinkish red,pinkish red
255,159,0,en,yellow orange,yellow orange
151,0,255,en,violet,violet
255,0,101,en,bright pink,bright pink
255,0,180,en,pink,pink
255,183,0,en,orange,orange
220,255,0,en,yellow,yellow
255,0,241,en,magenta,magenta
255,113,0,en,orange,orange
255,0,141,en,magenta,magenta
87,255,0,en,green,green
255,0,185,en,magenta,magenta
130,0,255,en,purple,purple
165,255,0,en,lime green,lime
255,0,24,en,red,red
255,229,0,en,yellow,yellow
196,255,0,en,lime green,lime
255,180,0,en,orange,orange
255,0,84,en,raspberry,raspberry
106,255,0,en,light neon green,light neon green
255,0,140,en,strawberry,strawberry
197,0,255,en,neon purple,neon purple
255,0,64,en,red,red
255,0,64,en,red,red
255,177,0,en,marigold,marigold
173,255,0,en,neon green,neon green
255,0,151,en,hot pink,hot pink
255,0,196,en,fuchsia,fuchsia
239,0,255,en,hot purple,hot purple
255,27,0,en,red,red
255,101,0,en,orange,orange
255,0,75,en,red,red
255,0,125,en,maroon,maroon
133,0,255,en,purple,purple
255,0,222,en,hot pink,hot pink
168,0,255,en,violet,violet
255,147,0,en,light orange,light orange
215,255,0,en,highlighter yellow,highlighter yellow
255,95,0,en,burnt orange,burnt orange
255,204,0,en,gold,gold
255,0,63,en,red,red
255,73,0,en,orange,orange
204,0,255,en,purple,purple
255,0,172,en,pink,pink
255,0,251,en,magenta,magenta
255,0,235,en,pink,pink
255,0,161,en,pink,pink
255,90,0,en,orange,orange
160,0,255,en,purple,purple
255,0,65,en,red,red
255,159,0,en,orange,orange
177,255,0,en,green,green
227,0,255,en,fuschia,fuschia
198,0,255,en,purple,purple
255,0,225,en,fuschia,fuschia
141,255,0,en,lime green,lime
98,255,0,en,lime green,lime
255,144,0,en,orange,orange
157,0,255,en,purple,purple
152,255,0,en,lime green,lime
255,0,26,en,red,red
255,135,0,en,orange,orange
186,255,0,en,lime green,lime
40,255,0,en,green,green
255,0,142,en,dark pink,dark pink
105,255,0,en,green,green
245,255,0,en,yellow,yellow
94,0,255,en,indigo,indigo
221,255,0,en,puke green,puke green
255,196,0,en,gold,gold
255,220,0,en,smoker tooth,smoker tooth
255,0,154,en,fuschia,fuschia
255,0,209,en,brighter fuschia,brighter fuschia
255,0,242,en,magenta,magenta
255,0,103,en,crimson,crimson
236,0,255,en,fushia,fushia
101,255,0,en,like green,like green
255,0,216,en,pink,pink
255,69,0,en,orange red,orange-red
255,0,145,en,dark pink,dark pink
255,0,26,en,red,red
255,229,0,en,yellow,yellow
255,0,82,en,pink,pink
255,0,128,en,pink,pink
255,66,0,en,orange,orange
221,255,0,en,yellow,yellow
239,255,0,en,yellow,yellow
255,0,2,en,red,red
218,0,255,en,purple,purple
255,123,0,en,orange,orange
255,206,0,en,yellow,yellow
255,0,134,en,hot pink,hot pink
101,255,0,en,bright green,bright green
98,0,255,en,royal purple,royal purple
255,0,95,en,rose,rose
255,0,34,en,red,red
204,255,0,en,lime,lime
255,0,48,en,cherry red,cherry red
255,0,181,en,magenta,magenta
255,95,0,en,sienna,sienna
255,0,247,en,hot pink,hot pink
255,155,0,en,pumpkin,pumpkin
255,0,107,en,cranberry,cranberry
206,255,0,en,lime green,lime
57,0,255,en,violet,violet
255,174,0,en,light orange,light orange
173,255,0,en,like green,like green
246,0,255,en,magenta,magenta
255,0,39,en,red,red
255,0,198,en,hot pink,hot pink
255,0,207,en,pink,pink
255,138,0,en,orange,orange
87,255,0,en,green,green
39,0,255,en,blue,blue
255,194,0,en,orange,orange
240,0,255,en,pink,pink
45,0,255,en,royal blue,royal blue
255,0,159,en,pink,pink
255,0,51,en,red,red
255,210,0,en,yellow,yellow
255,0,141,en,magenta,magenta
255,0,187,en,fuchsia,fuchsia
65,255,0,en,like green,like green
240,255,0,en,yellow,yellow
255,0,174,en,hot pink,hot pink
255,0,82,en,red,red
255,63,0,en,red,red
255,239,0,en,yellow,yellow
45,0,255,en,deep blue,deep blue
255,0,211,en,fuchsia,fuchsia
187,0,255,en,purple,purple
255,225,0,en,yellow,yellow
231,255,0,en,bright yellow,bright yellow
255,199,0,en,gold,gold
255,233,0,en,yellow,yellow
255,53,0,en,red,red
255,111,0,en,orange,orange
255,0,25,en,red,red
255,167,0,en,orange,orange
255,247,0,en,yellow,yellow
194,255,0,en,neon green,neon green
255,0,79,en,red,red
255,102,0,en,dark orange,dark orange
255,209,0,en,dark yellow,dark yellow
132,0,255,en,royal purple,royal purple
255,0,195,en,medium pink,medium pink
255,0,146,en,dark pink,dark pink
255,175,0,en,medium orange,medium orange
135,0,255,en,grape,grape
137,255,0,en,apple green,apple green
255,0,57,en,red,red
95,255,0,en,neon green,neon green
255,187,0,en,light orange,light orange
80,255,0,en,lime green,lime
255,0,149,en,fuscia,fuscia
255,13,0,en,red,red
172,255,0,en,light green,light green
255,104,0,en,orange,orange
255,122,0,en,orange,orange
239,255,0,en,yellow,yellow
243,0,255,en,pink,pink
255,0,124,en,pink,pink
255,0,154,en,hot pink,hot pink
255,0,53,en,red,red
255,0,104,en,pink,pink
255,0,199,en,pink,pink
255,105,0,en,rust,rust
255,56,0,en,dark red,dark red
255,0,40,en,bright red,bright red
132,255,0,en,green,green
255,0,230,en,pink,pink
255,0,31,en,red,red
255,223,0,en,yellow,yellow
255,120,0,en,orange,orange
255,0,85,en,magenta,magenta
178,255,0,en,yellow green,yellow green
223,0,255,en,purple,purple
255,0,78,en,red,red
124,0,255,en,purple,purple
255,253,0,en,yellow,yellow
255,153,0,en,orange,orange
255,0,123,en,magenta,magenta
255,33,0,en,cherry red,cherry red
255,0,114,en,cranberry,cranberry
255,253,0,en,lemon yellow,lemon yellow
255,231,0,en,goldenrod,goldenrod
255,188,0,en,mustard yellow,mustard
255,0,231,en,hot pink,hot pink
255,143,0,en,pumpkin,pumpkin
164,0,255,en,grape,grape
255,0,172,en,magenta,magenta
255,0,230,en,fuschia,fuschia
244,0,255,en,dark fuschia,dark fuschia
238,255,0,en,yellow,yellow
255,224,0,en,dark yellow,dark yellow
255,81,0,en,red orange,red orange
201,0,255,en,purple,purple
255,0,98,en,red,red
255,0,135,en,fushia,fushia
255,165,0,en,orange,orange
255,0,85,en,bright pink,bright pink
205,255,0,en,chartreuse,chartreuse
255,132,0,en,orange,orange
255,0,209,en,pinl,pinl
221,255,0,en,yellow,yellow
255,0,94,en,red,red
34,0,255,en,dark blue,dark blue
255,189,0,en,light orange/yellow orange,light orangeyellow orange
133,255,0,en,yellow green,yellow green
255,92,0,en,orange,orange
255,0,125,en,pink,pink
241,255,0,en,yellow,yellow
255,0,167,en,pink,pink
255,118,0,en,orange,orange
255,0,90,en,pink,pink
166,255,0,en,lime green,lime
210,255,0,en,pea green,pea green
130,0,255,en,purple,purple
255,0,117,en,magenta,magenta
255,0,90,en,red,red
181,255,0,en,lime green,lime
213,255,0,en,lemon,lemon
255,98,0,en,orange,orange
119,0,255,en,purple,purple
255,0,49,en,red,red
255,116,0,en,orange,orange
255,255,0,en,yellow,yellow
162,255,0,en,line green,line green
217,0,255,en,fushia,fushia
255,223,0,en,yellos,yellos
255,187,0,en,orange,orange
255,4,0,en,red,red
255,0,29,en,red,red
255,0,171,en,magenta,magenta
255,0,211,en,magenta,magenta
93,255,0,en,lime green,lime
255,0,201,en,magenta,magenta
255,150,0,en,orange,orange
224,0,255,en,magenta,magenta
177,0,255,en,purple,purple
255,233,0,en,yellow,yellow
255,0,199,en,fushia pink,fushia pink
255,0,82,en,red,red
163,255,0,en,lemon green,lemon green
255,0,235,en,pink,pink
255,0,153,en,rose pink,rose
72,0,255,en,purple blue,purple blue
195,0,255,en,purple,purple
255,0,69,en,red,red
255,142,0,en,orange,orange
86,0,255,en,navy,navy
255,191,0,en,peach,peach
62,255,0,en,green,green
255,0,199,en,magenta,magenta
243,255,0,en,yellow,yellow
255,209,0,en,mustard,mustard
255,0,57,en,red,red
255,80,0,en,rust,rust
255,0,223,en,hot pink,hot pink
207,0,255,en,neon purple,neon purple
71,0,255,en,royal blue,royal blue
252,0,255,en,florecent pink,florecent pink
255,0,127,en,rouge,rouge
248,0,255,en,pinkple,pinkple
255,0,77,en,scarlet,scarlet
144,255,0,en,sunlight through a thin leaf,sunlight through a thin leaf
255,152,0,en,butt mustard,butt mustard
179,0,255,en,prince purple,prince purple
82,255,0,en,one rupee zelda coin,one rupee zelda coin
255,174,0,en,simba gold,simba gold
255,0,253,en,magenta,magenta
255,45,0,en,red,red
255,0,223,en,magenta,magenta
255,218,0,en,yellow,yellow
255,0,173,en,magenta,magenta
255,0,9,en,red,red
255,168,0,en,orange,orange
255,137,0,en,orange,orange
255,176,0,en,mustard,mustard
255,217,0,en,goldenrod,goldenrod
114,255,0,en,lime green,lime
94,0,255,en,royal blue,royal blue
255,0,9,en,red,red
255,0,197,en,pink,pink
204,0,255,en,fuchsia,fuchsia
255,254,0,en,yellow,yellow
145,255,0,en,lime green,lime
255,0,152,en,magenta,magenta
155,0,255,en,violet,violet
255,190,0,en,gold,gold
255,201,0,en,custard yellow,custard yellow
252,0,255,en,pink,pink
255,0,19,en,red,red
110,255,0,en,green,green
255,130,0,en,orange,orange
255,9,0,en,red,red
255,0,123,en,rose pink,rose
135,255,0,en,neon green,neon green
255,115,0,en,orange,orange
